Battery capacity (mAh),Screen size (inches),Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Price euro,Resolution ratio
4000,5.0,4,2000,8.0,8.0,5.0,64.2351504,1.7777777777777777
2300,4.93,4,2000,16.0,13.0,8.0,102.66830399999999,1.7777777777777777
2500,5.0,4,3000,16.0,13.0,5.0,64.2351504,1.7777777777777777
3300,5.5,8,3000,16.0,13.0,5.0,115.51790399999999,1.7777777777777777
5020,6.0,8,3000,64.0,13.0,5.0,307.10544,1.7777777777777777
2850,5.5,8,2000,16.0,13.0,5.0,123.741648,1.7777777777777777
3000,5.2,8,4000,32.0,21.0,8.0,385.4751504,1.7777777777777777
2600,5.5,8,2000,16.0,13.0,13.0,64.119504,1.7777777777777777
4000,5.0,4,3000,32.0,8.0,5.0,96.35915039999999,1.7777777777777777
3150,5.5,8,3000,32.0,13.0,5.0,205.5679008,1.7777777777777777
2470,5.0,8,2000,16.0,13.0,5.0,218.43035039999998,1.7777777777777777
2900,5.2,8,3000,16.0,13.0,5.0,87.37728000000001,1.7777777777777777
3000,5.5,8,2000,16.0,13.0,5.0,95.08703999999999,1.7777777777777777
3000,5.5,8,3000,16.0,13.0,5.0,122.0583504,1.7777777777777777
2600,5.5,8,2000,16.0,13.0,4.0,89.9343504,1.7777777777777777
2000,4.7,4,1000,8.0,8.0,2.0,60.328872000000004,1.7777777777777777
2900,5.2,8,3000,32.0,23.0,5.0,591.0687504,1.7777777777777777
4000,5.5,8,3000,32.0,8.0,8.0,92.388624,1.7777777777777777
2200,4.7,4,2000,16.0,8.0,2.0,89.9343504,1.7777777777777777
5000,5.5,4,2000,16.0,13.0,5.0,64.2351504,1.7777777777777777
3000,5.5,4,4000,64.0,13.0,5.0,218.43035039999998,1.7777777777777777
5000,5.0,4,2000,16.0,8.0,5.0,56.53824,1.7777777777777777
3000,5.5,4,2000,16.0,13.0,5.0,167.0319504,1.7777777777777777
3000,5.7,6,3000,16.0,21.0,5.0,269.8287504,1.7777777777777777
2900,5.5,4,3000,16.0,13.0,8.0,101.7174336,1.7777777777777777
3200,5.5,8,2000,16.0,13.0,5.0,153.3728256,1.7777777777777777
2300,5.0,8,2000,16.0,13.0,5.0,41.6070048,1.7777777777777777
2700,5.2,8,2000,16.0,13.0,8.0,64.2351504,1.7777777777777777
2230,5.0,4,2000,16.0,8.0,5.0,115.63355039999999,1.7777777777777777
2550,5.0,8,2000,8.0,13.0,5.0,115.63355039999999,1.7777777777777777
2300,5.0,4,2000,16.0,8.0,2.0,82.2245904,1.7777777777777777
2900,5.5,8,2000,8.0,8.0,5.0,85.65543360000001,1.7777777777777777
2390,4.5,4,1000,8.0,5.0,0.3,64.2351504,1.7777777777777777
2000,4.7,8,1000,8.0,8.0,2.0,115.6464,1.7777777777777777
2300,5.0,4,1000,8.0,8.0,2.0,64.248,1.7777777777777777
3000,5.5,4,4000,64.0,13.0,5.0,205.5807504,1.7777777777777777
2200,4.7,4,1000,8.0,8.0,2.0,69.3749904,1.7777777777777777
4000,5.0,4,1000,8.0,10.0,2.0,55.2404304,1.7777777777777777
1900,4.5,4,512,4.0,5.0,2.0,84.0235344,1.7791666666666666
2300,4.7,8,2000,16.0,13.0,13.0,178.54519200000001,1.7777777777777777
3000,5.5,4,2000,8.0,13.0,5.0,128.4831504,1.7777777777777777
2800,5.5,4,1000,8.0,8.0,2.0,89.92150079999999,1.7777777777777777
2000,5.0,8,1000,16.0,13.0,5.0,70.544304,1.7777777777777777
1700,4.5,4,1000,4.0,5.0,2.4,61.613831999999995,1.7791666666666666
1700,4.5,4,1000,4.0,5.0,2.4,37.250990400000006,1.7791666666666666
1700,4.5,4,1000,4.0,5.0,2.4,96.24350399999999,1.7791666666666666
2500,5.0,8,2000,8.0,13.0,5.0,64.2351504,1.7777777777777777
2200,5.0,4,1000,16.0,10.0,0.9,256.9791504,1.7777777777777777
2600,5.5,8,2000,16.0,13.0,8.0,334.0767504,1.7777777777777777
1860,4.7,8,2000,32.0,12.0,2.1,128.4831504,1.7777777777777777
1920,5.0,8,2000,16.0,8.0,2.0,70.6599504,1.7777777777777777
2000,5.0,4,1000,4.0,8.0,2.0,64.2351504,1.7777777777777777
2000,4.7,4,1000,8.0,8.0,1.6,77.0847504,1.7777777777777777
3000,5.0,8,3000,16.0,13.0,5.0,192.7311504,1.7777777777777777
2140,5.0,4,2000,16.0,13.0,0.0,128.367504,1.7777777777777777
2000,5.0,4,1000,8.0,8.0,2.0,175.6154832,1.7777777777777777
2500,5.5,8,1000,8.0,13.0,2.0,152.91024000000002,1.7777777777777777
1980,4.3,2,1000,4.0,5.0,0.0,64.2351504,1.7777777777777777
2410,5.0,4,1000,16.0,8.0,5.0,150.790056,1.7777777777777777
2250,5.0,4,1000,8.0,8.0,2.0,174.8316576,1.7777777777777777
2350,5.0,8,2000,32.0,16.0,8.0,77.0847504,1.7777777777777777
2600,5.5,4,1000,8.0,13.0,5.0,351.950544,1.7777777777777777
1500,4.0,2,512,4.0,3.0,0.0,102.7839504,1.6666666666666667
3000,4.7,4,1000,8.0,8.0,0.3,86.09232,1.7777777777777777
2300,5.0,8,2000,16.0,13.0,5.0,141.3327504,1.7777777777777777
3200,5.9,4,3000,16.0,13.0,2.1,539.9530416,1.7777777777777777
2000,5.0,4,1000,8.0,8.0,2.0,175.74397919999998,1.7777777777777777
3100,5.5,6,2000,16.0,8.0,2.0,144.558,1.7777777777777777
3300,6.0,2,2000,16.0,13.0,2.0,114.2457936,1.7777777777777777
1010,3.0,1,64,0.064,5.0,0.0,44.960750399999995,1.3333333333333333
2000,4.5,2,2000,32.0,41.0,1.2,141.21710399999998,1.6666666666666667
2100,5.0,4,1000,8.0,8.0,2.0,77.0847504,1.7777777777777777
2000,5.0,4,2000,32.0,13.0,5.0,275.62391999999994,1.7777777777777777
2000,5.0,4,1000,16.0,13.0,5.0,66.80507039999999,1.7777777777777777
2000,5.0,4,1000,4.0,8.0,2.0,122.0583504,1.7777777777777777
2180,3.1,2,2000,8.0,5.0,2.0,138.77568,1.0
2100,3.1,1,2000,16.0,8.0,2.0,127.19819039999999,1.0
4000,5.0,4,1000,4.0,8.0,0.3,198.012336,1.7777777777777777
1320,3.5,2,512,8.0,5.0,0.3,64.119504,1.7791666666666666
2370,4.6,2,1000,8.0,8.0,0.3,276.137904,1.7777777777777777
1350,2.6,1,384,0.16,3.2,0.3,71.379528,1.3333333333333333
2600,5.8,2,1000,8.0,8.0,1.9,89.9343504,1.7777777777777777
1300,3.8,2,512,8.0,5.0,0.3,64.2351504,1.6666666666666667
1650,4.3,2,1000,8.0,8.0,0.3,252.62313600000002,1.6666666666666667
2100,4.7,4,2000,32.0,13.0,1.3,128.4831504,1.6666666666666667
1650,4.3,2,1000,16.0,8.0,0.3,220.6533312,1.7777777777777777
1800,4.2,2,2000,16.0,8.0,2.0,70.6728,1.6666666666666667
4000,6.5,8,4000,64.0,16.0,16.0,115.63355039999999,2.2222222222222223
4000,6.6,8,4000,64.0,16.0,32.0,115.63355039999999,2.2222222222222223
3000,6.1,8,4000,64.0,13.0,8.0,89.9343504,2.1666666666666665
3500,6.2,4,2000,32.0,13.0,16.0,89.0862768,2.111111111111111
3000,5.71,8,3000,32.0,13.0,8.0,102.7839504,2.111111111111111
4000,6.26,4,2000,16.0,13.0,5.0,85.963824,2.111111111111111
3400,6.22,8,2000,16.0,13.0,5.0,89.9343504,2.111111111111111
4000,6.19,8,3000,32.0,13.0,16.0,80.93963040000001,2.0833333333333335
4000,5.99,8,4000,64.0,16.0,8.0,95.5110768,2.0
3300,6.0,4,4000,64.0,13.0,8.0,154.1823504,2.0555555555555554
3300,6.0,4,2000,32.0,13.0,5.0,122.0583504,2.0555555555555554
2600,5.0,4,1000,8.0,8.0,5.0,79.539024,1.7777777777777777
3200,5.45,4,2000,16.0,13.0,5.0,64.2351504,2.0
2500,5.47,4,2000,16.0,8.0,5.0,50.113440000000004,2.0
3050,5.45,4,2000,16.0,13.0,8.0,51.3855504,2.0
4000,5.99,4,3000,32.0,13.0,5.0,115.63355039999999,2.0
4000,5.45,4,2000,16.0,13.0,8.0,64.2351504,2.0
3020,5.45,4,2000,16.0,13.0,5.0,77.0847504,2.0
4070,5.5,8,4000,32.0,13.0,8.0,89.9343504,1.7777777777777777
3250,5.7,4,3000,16.0,13.0,8.0,73.3583664,2.0
2150,4.5,4,1000,8.0,5.0,2.0,60.0333312,1.7791666666666666
3050,5.65,4,3000,32.0,13.0,13.0,76.198128,2.0
3000,5.45,4,2000,16.0,13.0,8.0,54.482304,2.0
3300,5.5,8,3000,32.0,13.0,13.0,141.21710399999998,1.7777777777777777
2800,5.2,4,3000,32.0,13.0,5.0,53.955470399999996,1.7777777777777777
4000,5.5,4,3000,32.0,13.0,8.0,88.64939039999999,1.7777777777777777
4850,5.5,8,3000,32.0,13.0,5.0,68.74536,1.7777777777777777
3200,5.5,4,3000,32.0,8.0,5.0,54.3409584,1.7777777777777777
2900,5.7,4,3000,32.0,13.0,16.0,64.1323536,2.0
2800,4.5,4,1000,8.0,5.0,2.0,44.960750399999995,1.7791666666666666
4000,5.2,8,3000,32.0,13.0,8.0,115.6464,1.7777777777777777
2300,5.0,4,1000,8.0,5.0,5.0,43.675790400000004,1.7777777777777777
3000,5.0,4,1000,16.0,5.0,5.0,44.960750399999995,1.7777777777777777
5000,5.2,4,2000,16.0,13.0,5.0,91.2193104,1.7777777777777777
2900,5.5,4,2000,16.0,13.0,5.0,79.66752000000001,1.7777777777777777
2680,5.0,8,3000,32.0,13.0,13.0,95.07419039999999,1.7777777777777777
4020,5.2,4,3000,32.0,13.0,5.0,51.3855504,1.7777777777777777
3050,5.0,4,3000,16.0,13.0,5.0,56.525390400000006,1.7777777777777777
4000,5.5,8,4000,32.0,13.0,16.0,115.2095136,1.7777777777777777
2620,5.0,4,2000,16.0,8.0,5.0,114.618432,1.7777777777777777
3000,5.5,8,3000,32.0,13.0,16.0,141.3327504,1.7777777777777777
3100,5.5,8,3000,32.0,13.0,8.0,89.818704,1.7777777777777777
2730,5.2,4,3000,16.0,13.0,5.0,141.21710399999998,0.5625
2630,5.0,4,2000,16.0,8.0,8.0,88.66224,1.7777777777777777
3000,5.0,4,2000,16.0,13.0,5.0,105.36672,1.7777777777777777
5000,5.5,8,4000,32.0,13.0,8.0,160.6071504,1.7777777777777777
2500,5.0,4,3000,16.0,13.0,5.0,108.450624,1.7777777777777777
3050,5.5,4,2000,16.0,8.0,8.0,58.979664,1.5
2500,5.5,4,3000,16.0,8.0,8.0,76.96910399999999,1.7777777777777777
3130,5.5,8,4000,32.0,13.0,8.0,102.7839504,1.7777777777777777
1800,4.7,4,2000,16.0,8.0,5.0,62.950190400000004,1.7777777777777777
2550,5.0,8,3000,32.0,13.0,8.0,192.48700799999997,1.7777777777777777
2500,5.5,4,1000,8.0,8.0,5.0,50.9872128,1.7777777777777777
2300,4.5,4,2000,8.0,8.0,5.0,48.057504,0.5647058823529412
4000,5.0,4,2000,16.0,13.0,5.0,109.94117759999999,1.7777777777777777
2600,5.0,8,2000,16.0,13.0,5.0,51.3855504,1.7777777777777777
3500,5.5,8,3000,32.0,13.0,5.0,167.0319504,1.7777777777777777
2300,5.0,1,1000,8.0,8.0,5.0,69.195096,1.7777777777777777
3000,5.5,8,3000,32.0,13.0,5.0,189.788592,1.7777777777777777
2300,5.0,4,3000,16.0,13.0,5.0,89.9343504,1.7777777777777777
2500,5.0,4,2000,16.0,13.0,8.0,170.89968,1.7777777777777777
2400,5.0,4,2000,16.0,8.0,5.0,131.06592,1.7777777777777777
2500,5.0,8,2000,16.0,13.0,5.0,61.6652304,1.7777777777777777
2720,5.5,8,2000,16.0,13.0,5.0,167.0448,1.7777777777777777
2000,5.0,4,1000,8.0,5.0,5.0,89.9343504,1.7791666666666666
3500,5.5,8,2000,16.0,13.0,8.0,57.8232,1.7777777777777777
2200,5.0,4,2000,16.0,8.0,5.0,38.5359504,1.7777777777777777
2230,5.0,4,1000,8.0,8.0,2.0,102.7839504,1.7777777777777777
2500,5.0,8,1000,8.0,13.0,2.0,79.6546704,1.7777777777777777
2650,5.5,4,2000,32.0,8.0,5.0,51.3855504,1.7777777777777777
3000,6.0,4,1000,8.0,8.0,2.0,122.07119999999999,1.7777777777777777
2930,5.2,8,3000,32.0,20.7,5.0,448.643784,1.7777777777777777
3000,5.7,4,1000,16.0,13.0,5.0,77.0847504,1.7777777777777777
1400,4.0,4,1000,8.0,8.0,2.0,44.9736,1.6666666666666667
2000,4.7,4,1000,8.0,8.0,2.0,51.3855504,1.6666666666666667
2000,4.7,4,1000,8.0,8.0,2.0,77.0847504,1.7777777777777777
2200,5.0,4,1000,8.0,8.0,5.0,89.9472,1.7777777777777777
2840,5.2,8,2000,16.0,20.0,4.0,141.3456,1.7777777777777777
1700,4.7,4,2000,16.0,8.0,5.0,96.372,1.7777777777777777
1900,5.0,8,1000,8.0,8.0,8.0,100.22688000000001,1.7777777777777777
2800,5.0,2,2000,16.0,8.0,2.0,92.51712,1.7777777777777777
2100,4.5,2,1000,8.0,5.0,0.3,70.6599504,1.7791666666666666
2500,5.0,8,1000,8.0,8.0,3.0,109.2216,1.7777777777777777
1950,5.0,4,1000,8.0,5.0,2.0,53.32584000000001,1.7791666666666666
1800,4.7,4,1000,8.0,8.0,5.0,89.9472,1.7777777777777777
3000,5.0,4,1000,8.0,8.0,2.0,71.9449104,1.7777777777777777
2515,3.5,2,2000,16.0,8.0,2.0,178.5965904,1.0
4000,5.0,8,1000,8.0,8.0,2.0,57.8232,1.7791666666666666
5000,5.0,4,1000,8.0,8.0,2.0,44.845104,1.7777777777777777
2000,5.0,4,1000,16.0,8.0,2.0,77.0847504,1.7777777777777777
2050,4.8,8,1000,16.0,8.0,5.0,70.6599504,1.7777777777777777
2600,5.5,4,1000,8.0,13.0,5.0,282.562704,1.7777777777777777
2300,5.0,8,2000,32.0,13.0,5.0,224.85515039999999,1.7777777777777777
2400,5.0,4,1000,4.0,13.0,5.0,43.675790400000004,1.7777777777777777
2100,5.0,8,2000,16.0,13.0,5.0,75.6584448,1.7777777777777777
3000,5.5,4,1000,8.0,13.0,1.3,134.792304,1.7777777777777777
1900,5.0,8,1000,8.0,8.0,2.0,41.10587039999999,1.7777777777777777
2000,5.0,8,1000,4.0,8.0,2.0,102.7839504,1.7777777777777777
2540,5.0,4,1000,8.0,8.0,1.3,77.0847504,1.7777777777777777
1800,4.7,4,1000,8.0,8.0,2.0,57.758951999999994,1.7777777777777777
2500,5.3,4,1000,8.0,8.0,1.1,237.589104,1.7777777777777777
2000,4.7,4,1000,4.0,5.0,2.0,115.63355039999999,1.6666666666666667
1800,4.5,4,1000,4.0,8.0,2.0,46.6697472,1.7791666666666666
2500,5.0,2,1000,8.0,5.0,1.1,244.14239999999998,1.7777777777777777
2000,4.7,4,1000,4.0,8.0,0.3,64.761984,1.7777777777777777
2540,4.7,4,1000,8.0,8.0,0.3,42.3908304,1.7777777777777777
2000,5.0,8,2000,16.0,16.0,8.0,160.5429024,1.7777777777777777
4000,5.3,4,2000,16.0,8.0,1.5,240.9043008,1.7777777777777777
1800,4.69,4,1000,4.0,8.0,5.0,83.458152,1.7777777777777777
2300,6.0,8,2000,16.0,13.0,5.0,216.1045728,1.7777777777777777
4000,5.7,4,2000,16.0,13.0,5.0,233.06604480000001,1.7777777777777777
1700,4.3,4,512,4.0,5.0,0.3,96.2949024,1.6666666666666667
1430,4.0,2,1000,8.0,5.0,0.0,96.372,1.6666666666666667
2600,5.5,4,1000,8.0,13.0,2.0,186.75608640000002,1.7777777777777777
2000,5.0,4,2000,16.0,13.0,5.0,224.73950399999998,1.7777777777777777
3400,6.0,2,1000,8.0,5.0,0.3,127.98201599999999,1.7777777777777777
3140,5.5,2,1000,8.0,8.0,1.3,75.79979039999999,1.7777777777777777
2880,5.0,2,2000,16.0,8.0,2.0,106.65168000000001,1.7777777777777777
1800,4.3,4,1000,4.0,8.0,1.6,244.14239999999998,1.6666666666666667
2000,4.7,2,512,8.0,5.0,0.3,64.2351504,1.6666666666666667
2000,4.7,4,1000,4.0,8.0,2.0,181.8603888,1.7777777777777777
1800,4.7,4,1000,16.0,8.0,2.0,83.5095504,1.7777777777777777
2330,4.3,2,1000,8.0,16.0,1.9,205.465104,1.7142857142857142
1860,4.5,4,1000,8.0,8.0,1.6,289.116,1.7777777777777777
1200,2.8,1,289,3.0,2.0,0.0,40.990224,1.3333333333333333
2100,5.0,2,1000,8.0,8.0,2.0,115.63355039999999,1.6666666666666667
1200,3.0,1,64,0.128,3.2,0.0,64.2351504,1.3333333333333333
1300,3.7,1,256,8.0,5.0,0.0,64.119504,1.6666666666666667
1430,4.0,2,512,8.0,5.0,0.0,49.470960000000005,1.6666666666666667
1540,3.2,1,512,4.0,3.0,0.0,25.6863504,1.3333333333333333
1450,2.44,1,512,0.512,2.0,0.0,89.9343504,1.3333333333333333
4000,6.22,8,4000,64.0,13.0,16.0,89.9343504,2.111111111111111
3000,5.86,4,2000,16.0,13.0,5.0,57.8103504,2.111111111111111
3000,5.5,8,3000,32.0,13.0,13.0,66.80507039999999,1.7777777777777777
2900,6.0,4,3000,32.0,13.0,8.0,80.95248000000001,2.0
1400,4.0,4,1000,8.0,2.0,0.3,33.280464,1.6666666666666667
1400,4.0,4,1000,8.0,2.0,0.3,41.7612,1.6666666666666667
2000,5.0,4,2000,16.0,13.0,5.0,51.3855504,1.7777777777777777
3000,5.0,4,2000,16.0,8.0,5.0,44.960750399999995,1.7777777777777777
3000,5.0,4,1000,8.0,5.0,5.0,64.2351504,1.7777777777777777
2650,5.0,4,2000,16.0,13.0,5.0,59.0953104,1.7777777777777777
2100,5.0,4,1000,8.0,8.0,5.0,77.0976,1.7777777777777777
2000,5.0,1,1000,8.0,8.0,5.0,38.5359504,1.7791666666666666
2600,5.5,4,1000,8.0,10.0,5.0,34.681070399999996,1.7777777777777777
2250,5.0,4,2000,16.0,8.0,5.0,111.13619039999999,1.7777777777777777
2000,4.5,4,1000,8.0,5.0,5.0,41.10587039999999,1.7791666666666666
2000,5.0,8,2000,16.0,13.0,5.0,70.6599504,1.7777777777777777
3000,5.0,4,2000,16.0,13.0,5.0,57.1036224,1.7777777777777777
2000,4.5,4,512,4.0,5.0,0.3,34.681070399999996,1.7791666666666666
2000,5.0,4,1000,4.0,5.0,0.3,122.0583504,1.7791666666666666
1450,2.8,1,512,0.512,5.0,0.0,96.372,1.3333333333333333
2900,5.5,4,2000,16.0,5.0,3.2,42.3908304,1.7791666666666666
4500,6.7,8,8000,128.0,12.0,10.0,950.8575504,2.2222222222222223
5000,6.9,8,12000,128.0,108.0,40.0,1194.9999504,2.2222222222222223
5000,6.22,8,2000,32.0,13.0,8.0,83.5095504,2.111111111111111
4120,6.1,4,1000,16.0,8.0,5.0,62.0507184,2.1333333333333333
3300,6.7,8,8000,256.0,12.0,10.0,2248.551504,2.4407407407407407
4000,6.2,8,8000,128.0,12.0,10.0,860.9103504000001,2.2222222222222223
3200,5.7,8,2000,32.0,13.0,5.0,80.93963040000001,2.111111111111111
4000,6.2,4,2000,32.0,13.0,5.0,91.86179039999999,2.111111111111111
6000,6.35,8,4000,64.0,13.0,13.0,109.2087504,2.15
5000,6.53,8,4000,128.0,16.0,16.0,179.76590399999998,2.1666666666666665
2500,5.0,4,1000,16.0,5.0,2.0,50.1005904,1.7791666666666666
4000,6.55,8,4000,64.0,16.0,8.0,127.98201599999999,2.2222222222222223
3950,6.09,8,2000,16.0,13.0,5.0,86.0152224,2.1666666666666665
3700,6.3,8,6000,64.0,16.0,8.0,1078.0814400000002,2.111111111111111
2800,5.7,8,6000,64.0,16.0,8.0,893.0472,2.111111111111111
4050,6.22,8,4000,64.0,13.0,16.0,141.3327504,2.111111111111111
4500,6.7,8,6000,128.0,64.0,32.0,334.0767504,2.2222222222222223
4000,6.5,8,3000,32.0,13.0,8.0,141.3327504,2.1666666666666665
4000,6.53,8,8000,128.0,48.0,16.0,268.55664,2.1666666666666665
4000,6.4,8,4000,64.0,25.0,16.0,179.637408,2.1666666666666665
3500,6.22,8,3000,32.0,13.0,8.0,104.0689104,2.111111111111111
3300,6.22,8,3000,32.0,12.0,8.0,102.7839504,2.111111111111111
4000,6.2,8,2000,32.0,13.0,8.0,109.2087504,2.111111111111111
4500,6.53,8,8000,128.0,40.0,32.0,993.2612303999999,2.0408163265306123
3500,6.3,8,8000,256.0,12.0,10.0,899.4591504,2.111111111111111
3500,6.4,8,6000,128.0,16.0,32.0,167.0319504,2.1666666666666665
4050,6.22,8,4000,64.0,13.0,16.0,160.36300799999998,2.111111111111111
5000,6.35,8,3000,64.0,8.0,8.0,122.71368000000001,2.1444444444444444
2400,5.45,8,2000,16.0,8.0,5.0,57.180719999999994,2.0
4000,6.59,8,4000,128.0,16.0,16.0,185.67672,2.1666666666666665
3700,6.7,8,8000,128.0,48.0,0.0,462.45710399999996,2.2222222222222223
3765,6.4,8,8000,128.0,48.0,16.0,346.810704,2.1666666666666665
2600,5.0,8,1000,16.0,5.0,5.0,67.974384,1.7777777777777777
4000,6.4,8,3000,32.0,13.0,8.0,127.21104,2.1666666666666665
4030,6.22,8,2000,16.0,13.0,5.0,87.3644304,2.111111111111111
4000,5.5,8,4000,64.0,13.0,8.0,83.36820479999999,1.7777777777777777
2250,4.0,4,1000,8.0,2.0,2.0,44.960750399999995,2.0
4380,7.3,8,12000,512.0,16.0,10.0,2120.1711504,1.4010416666666667
3000,5.45,4,2000,16.0,13.0,5.0,57.6690048,2.0
3050,5.5,4,3000,32.0,13.0,8.0,75.79979039999999,2.0
3050,5.5,4,2000,32.0,13.0,8.0,66.80507039999999,2.0
3000,5.71,8,3000,32.0,8.0,5.0,59.7377904,2.111111111111111
4030,6.22,8,2000,32.0,13.0,8.0,107.2813104,2.111111111111111
2400,5.45,4,1000,8.0,5.0,2.0,48.1988496,2.0
3400,6.28,8,6000,128.0,20.0,20.0,183.7364304,2.111111111111111
5000,6.18,8,4000,64.0,16.0,12.0,102.7839504,2.0796296296296295
3000,5.45,4,1000,16.0,8.0,5.0,51.3855504,2.0
4000,6.19,8,2000,32.0,13.0,8.0,75.79979039999999,2.0833333333333335
2100,4.95,4,1000,16.0,5.0,5.0,48.699984,2.0
2500,5.0,8,1000,8.0,5.0,5.0,43.68864000000001,1.7791666666666666
3300,5.7,8,3000,32.0,13.0,8.0,115.63355039999999,2.0
3000,5.45,4,2000,16.0,13.0,8.0,45.4747344,2.0
5000,6.2,8,3000,32.0,12.0,8.0,139.675152,2.111111111111111
3000,6.2,8,4000,64.0,12.0,8.0,115.14526559999999,2.1018518518518516
4000,5.45,4,1000,8.0,5.0,2.0,51.269904000000004,2.0
4030,6.22,8,4000,64.0,13.0,20.0,134.9079504,2.111111111111111
3000,5.7,4,2000,16.0,13.0,13.0,89.9343504,2.0
4030,6.2,8,3000,64.0,13.0,8.0,127.85352,2.1944444444444446
5000,5.45,4,1000,16.0,5.0,5.0,60.38027039999999,2.0
2000,5.0,4,1000,8.0,5.0,2.0,39.8209104,1.7791666666666666
4000,6.19,8,4000,64.0,13.0,8.0,109.093104,2.0833333333333335
4000,6.19,8,3000,32.0,13.0,8.0,89.818704,2.0833333333333335
3000,5.7,4,3000,32.0,13.0,5.0,115.63355039999999,2.0
4000,5.72,8,8000,64.0,12.0,8.0,706.599504,1.7777777777777777
2800,5.67,4,2000,16.0,13.0,5.0,57.694704,2.0805555555555557
3000,6.18,8,4000,64.0,16.0,16.0,114.34859039999999,2.0796296296296295
2400,5.0,4,2000,16.0,8.0,8.0,89.9343504,1.7777777777777777
2000,4.95,4,1000,8.0,5.0,5.0,38.5359504,2.0
3315,6.3,8,6000,64.0,16.0,25.0,182.8369584,2.1666666666666665
3000,5.9,8,4000,64.0,13.0,8.0,121.94270399999999,2.0
3600,6.0,8,4000,64.0,16.0,13.0,166.916304,2.0
4000,5.45,4,2000,16.0,13.0,5.0,51.3855504,2.0
3300,5.5,8,3000,32.0,16.0,8.0,62.192063999999995,2.0
3500,5.5,8,3000,32.0,13.0,8.0,62.96304000000001,2.0
3000,5.5,8,2000,16.0,13.0,8.0,48.1731504,2.0
2500,5.0,4,1000,16.0,5.0,5.0,62.834544,1.5
2400,5.0,4,2000,16.0,5.0,2.0,55.89576,2.0
2700,5.45,4,1000,8.0,5.0,5.0,64.2351504,2.0
3700,6.28,8,6000,64.0,16.0,24.0,267.27168,1.1808510638297873
3260,6.22,8,4000,64.0,13.0,8.0,179.25192,2.111111111111111
3050,5.5,4,2000,16.0,13.0,13.0,75.79979039999999,2.0
3050,5.5,4,2000,16.0,13.0,8.0,59.0953104,2.0
3500,6.4,8,8000,128.0,16.0,25.0,231.164304,2.111111111111111
3010,6.0,8,6000,64.0,12.0,20.0,250.438704,2.0
4000,5.99,8,4000,64.0,13.0,16.0,179.8815504,2.0
3500,6.0,8,4000,64.0,16.0,16.0,256.863504,2.0555555555555554
4000,6.0,4,3000,32.0,13.0,13.0,115.51790399999999,2.0
3285,6.0,4,2000,16.0,8.0,5.0,96.372,2.0
4000,6.2,8,3000,32.0,12.0,8.0,167.0319504,2.0833333333333335
3000,5.34,4,1000,8.0,5.0,5.0,44.960750399999995,2.0
2000,4.95,4,1000,8.0,5.0,2.0,44.33112,2.0
4230,6.2,8,2000,16.0,13.0,8.0,95.72952000000001,2.111111111111111
4230,6.2,8,4000,32.0,13.0,8.0,115.51790399999999,2.111111111111111
3225,6.0,8,4000,32.0,16.0,24.0,102.71970239999999,2.0
3000,5.6,8,4000,64.0,13.0,8.0,226.15296,2.0555555555555554
2000,5.0,4,1000,8.0,5.0,2.0,44.960750399999995,2.0
3260,6.22,8,3000,32.0,13.0,5.0,125.797584,2.111111111111111
2400,5.0,4,1000,16.0,5.0,5.0,50.1005904,1.7777777777777777
3000,5.7,4,2000,16.0,13.0,5.0,101.51183999999999,2.0
2500,5.0,4,1000,16.0,8.0,5.0,83.5095504,2.0
2800,5.0,4,1000,8.0,5.0,5.0,38.5359504,1.7791666666666666
3300,6.2,8,4000,64.0,16.0,5.0,218.43035039999998,2.0
3300,6.2,8,3000,32.0,16.0,5.0,192.7311504,2.0
4000,5.45,4,2000,16.0,13.0,8.0,68.10288,2.0
2990,5.2,8,2000,16.0,13.0,8.0,77.0205024,2.0
2800,5.0,4,1000,16.0,13.0,5.0,59.0953104,1.7777777777777777
3260,6.22,8,4000,32.0,13.0,8.0,133.6229904,2.111111111111111
3500,4.5,8,4000,64.0,12.0,8.0,256.9149024,1.5
3000,5.0,4,2000,16.0,8.0,13.0,55.176182399999995,1.7777777777777777
2000,4.5,4,1000,8.0,5.0,5.0,48.687134400000005,1.7791666666666666
4000,5.45,4,3000,32.0,13.0,8.0,55.2404304,2.0
3000,5.5,8,4000,64.0,16.0,5.0,152.2549104,2.0
3000,5.5,8,3000,32.0,13.0,8.0,114.0402,2.0
3500,6.0,8,6000,64.0,12.0,8.0,963.591504,2.0
3060,5.8,8,4000,32.0,16.0,16.0,89.9343504,2.111111111111111
4000,5.99,4,3000,32.0,13.0,13.0,56.2555488,2.0
3000,5.5,4,2000,16.0,13.0,5.0,88.9706304,1.7777777777777777
2900,5.2,4,2000,16.0,8.0,8.0,89.9343504,1.7777777777777777
2800,5.2,4,3000,32.0,13.0,5.0,64.2351504,1.7777777777777777
2300,5.0,4,1000,16.0,8.0,5.0,47.22228,1.7777777777777777
3000,6.1,8,4000,64.0,16.0,8.0,462.57275039999996,2.1666666666666665
3000,5.6,8,4000,32.0,16.0,16.0,167.0319504,2.0555555555555554
2600,5.0,4,2000,16.0,8.0,5.0,87.3644304,1.7777777777777777
2500,5.0,4,2000,16.0,8.0,5.0,99.01901760000001,1.7777777777777777
